cluster_kmeans,n_events,peak_intensity_log,lead_time_h,lag_time_h,asymmetry_ratio,half_life_h
0,415,-0.18399223962940245,-0.3775188777028788,-0.21623347917859065,-0.2594235494874449,-0.14168757745042848
1,80,0.9544597430775257,1.9583791780836806,1.1217111732389358,1.3457596629661235,0.7350043080240958
